# | FILE                           | hit counts | ZScore sum. | Hit score (decimal) | Hit score (binary)
389 | Basic300_3_B10850001_MSE.dat | 3 | -3.026 | 67840 | 10000100100000000
390 | Basic300_3_B10860001_MSE.dat | 2 | -2.024 | 67584 | 10000100000000000
391 | Basic300_3_B10870001_MSE.dat | 2 | -2.504 | 67584 | 10000100000000000
392 | Basic300_3_B10880001_MSE.dat | 2 | -2.631 | 67584 | 10000100000000000
393 | Basic300_3_B10890001_MSE.dat | 2 | -2.459 | 98304 | 11000000000000000
394 | Basic300_3_B10900001_MSE.dat | 2 | -2.252 | 98304 | 11000000000000000
395 | Basic300_3_B10910001_MSE.dat | 1 | -1.493 | 65536 | 10000000000000000
396 | Basic300_3_B10920001_MSE.dat | 1 | -1.154 | 65536 | 10000000000000000
397 | Basic300_3_B10930001_MSE.dat | 1 | -1.375 | 65536 | 10000000000000000
398 | Basic300_3_B10940001_MSE.dat | 2 | -2.017 | 98304 | 11000000000000000
399 | Basic300_3_B10950001_MSE.dat | 2 | -2.245 | 98304 | 11000000000000000
400 | Basic300_3_B10960001_MSE.dat | 2 | -2.102 | 98304 | 11000000000000000
401 | Basic300_3_B10970001_MSE.dat | 2 | -1.975 | 98304 | 11000000000000000
402 | Basic300_3_B10980001_MSE.dat | 1 | -0.994 | 65536 | 10000000000000000
403 | Basic300_3_B10990001_MSE.dat | 1 | -0.912 | 65536 | 10000000000000000
404 | Basic300_3_B11000001_MSE.dat | 1 | -1.053 | 65536 | 10000000000000000
405 | Basic300_3_B99990001_MSE.dat | 1 | -1.053 | 65536 | 10000000000000000
406 | Basic300_4_B10010001_MSE.dat | 6 | -7.102 | 2623532 | 1010000000100000101100
407 | Basic300_4_B10020001_MSE.dat | 7 | -7.129 | 2629804 | 1010000010000010101100
408 | Basic300_4_B10030001_MSE.dat | 6 | -6.546 | 2629676 | 1010000010000000101100
409 | Basic300_4_B10040001_MSE.dat | 8 | -8.633 | 2629805 | 1010000010000010101101
410 | Basic300_4_B10050001_MSE.dat | 5 | -5.665 | 2105357 | 1000000010000000001101
411 | Basic300_4_B10060001_MSE.dat | 8 | -9.103 | 2110509 | 1000000011010000101101
412 | Basic300_4_B10070001_MSE.dat | 6 | -7.288 | 2109453 | 1000000011000000001101
413 | Basic300_4_B10080001_MSE.dat | 6 | -7.193 | 2109453 | 1000000011000000001101
414 | Basic300_4_B10090001_MSE.dat | 6 | -6.816 | 3153933 | 1100000010000000001101
415 | Basic300_4_B10100001_MSE.dat | 7 | -8.020 | 3158029 | 1100000011000000001101
416 | Basic300_4_B10110001_MSE.dat | 7 | -8.028 | 3158029 | 1100000011000000001101
417 | Basic300_4_B10120001_MSE.dat | 6 | -7.002 | 3674124 | 1110000001000000001100
418 | Basic300_4_B10130001_MSE.dat | 7 | -7.668 | 3682316 | 1110000011000000001100
419 | Basic300_4_B10140001_MSE.dat | 11 | -12.044 | 3691309 | 1110000101001100101101
420 | Basic300_4_B10150001_MSE.dat | 9 | -9.668 | 3691052 | 1110000101001000101100
421 | Basic300_4_B10160001_MSE.dat | 7 | -7.955 | 2638380 | 1010000100001000101100
422 | Basic300_4_B10170001_MSE.dat | 8 | -9.628 | 2638381 | 1010000100001000101101
423 | Basic300_4_B10180001_MSE.dat | 7 | -8.011 | 2654764 | 1010001000001000101100
424 | Basic300_4_B10190001_MSE.dat | 8 | -8.826 | 2916908 | 1011001000001000101100
425 | Basic300_4_B10200001_MSE.dat | 10 | -10.367 | 2933420 | 1011001100001010101100
426 | Basic300_4_B10210001_MSE.dat | 7 | -8.393 | 2883756 | 1011000000000010101100
427 | Basic300_4_B10220001_MSE.dat | 8 | -9.283 | 2884268 | 1011000000001010101100
428 | Basic300_4_B10230001_MSE.dat | 11 | -12.289 | 2941612 | 1011001110001010101100
429 | Basic300_4_B10240001_MSE.dat | 9 | -10.750 | 2908716 | 1011000110001000101100
430 | Basic300_4_B10250001_MSE.dat | 11 | -12.459 | 2941548 | 1011001110001001101100
431 | Basic300_4_B10260001_MSE.dat | 9 | -10.334 | 811692 | 11000110001010101100
432 | Basic300_4_B10270001_MSE.dat | 10 | -10.967 | 2908844 | 1011000110001010101100
433 | Basic300_4_B10280001_MSE.dat | 10 | -10.790 | 2908844 | 1011000110001010101100
434 | Basic300_4_B10290001_MSE.dat | 10 | -11.154 | 2908844 | 1011000110001010101100
435 | Basic300_4_B10300001_MSE.dat | 8 | -9.200 | 2630316 | 1010000010001010101100
436 | Basic300_4_B10310001_MSE.dat | 10 | -11.334 | 3941036 | 1111000010001010101100
437 | Basic300_4_B10320001_MSE.dat | 9 | -10.378 | 3965100 | 1111001000000010101100
438 | Basic300_4_B10330001_MSE.dat | 9 | -9.687 | 3441324 | 1101001000001010101100
439 | Basic300_4_B10340001_MSE.dat | 9 | -10.058 | 3187372 | 1100001010001010101100
440 | Basic300_4_B10350001_MSE.dat | 7 | -8.016 | 3154092 | 1100000010000010101100
441 | Basic300_4_B10360001_MSE.dat | 9 | -10.051 | 1352364 | 101001010001010101100
442 | Basic300_4_B10370001_MSE.dat | 6 | -6.923 | 1310892 | 101000000000010101100
443 | Basic300_4_B10380001_MSE.dat | 5 | -5.991 | 262316 | 1000000000010101100
444 | Basic300_4_B10390001_MSE.dat | 6 | -7.007 | 295084 | 1001000000010101100
445 | Basic300_4_B10400001_MSE.dat | 7 | -8.485 | 295596 | 1001000001010101100
446 | Basic300_4_B10410001_MSE.dat | 7 | -8.331 | 295596 | 1001000001010101100
447 | Basic300_4_B10420001_MSE.dat | 7 | -8.332 | 295596 | 1001000001010101100
448 | Basic300_4_B10430001_MSE.dat | 7 | -8.241 | 295596 | 1001000001010101100
449 | Basic300_4_B10440001_MSE.dat | 6 | -7.212 | 295084 | 1001000000010101100
450 | Basic300_4_B10450001_MSE.dat | 5 | -6.055 | 262316 | 1000000000010101100
451 | Basic300_4_B10460001_MSE.dat | 7 | -7.379 | 295596 | 1001000001010101100
452 | Basic300_4_B10470001_MSE.dat | 5 | -5.365 | 262316 | 1000000000010101100
453 | Basic300_4_B10480001_MSE.dat | 5 | -5.404 | 262316 | 1000000000010101100
454 | Basic300_4_B10490001_MSE.dat | 5 | -5.594 | 262316 | 1000000000010101100
455 | Basic300_4_B10500001_MSE.dat | 6 | -7.010 | 295084 | 1001000000010101100
456 | Basic300_4_B10510001_MSE.dat | 5 | -5.952 | 32940 | 1000000010101100
457 | Basic300_4_B10520001_MSE.dat | 5 | -5.691 | 32940 | 1000000010101100
458 | Basic300_4_B10530001_MSE.dat | 6 | -7.050 | 49324 | 1100000010101100
459 | Basic300_4_B10540001_MSE.dat | 4 | -4.900 | 172 | 10101100
460 | Basic300_4_B10550001_MSE.dat | 4 | -4.930 | 172 | 10101100
461 | Basic300_4_B10560001_MSE.dat | 4 | -4.758 | 172 | 10101100
462 | Basic300_4_B10570001_MSE.dat | 3 | -4.034 | 44 | 101100
463 | Basic300_4_B10580001_MSE.dat | 3 | -3.934 | 44 | 101100
464 | Basic300_4_B10590001_MSE.dat | 4 | -4.682 | 172 | 10101100
465 | Basic300_4_B10600001_MSE.dat | 4 | -4.656 | 172 | 10101100
466 | Basic300_4_B10610001_MSE.dat | 5 | -5.513 | 524460 | 10000000000010101100
467 | Basic300_4_B10620001_MSE.dat | 4 | -4.538 | 524452 | 10000000000010100100
468 | Basic300_4_B10630001_MSE.dat | 5 | -5.345 | 524460 | 10000000000010101100
469 | Basic300_4_B10640001_MSE.dat | 4 | -4.655 | 524332 | 10000000000000101100
470 | Basic300_4_B10650001_MSE.dat | 4 | -4.571 | 540708 | 10000100000000100100
471 | Basic300_4_B10660001_MSE.dat | 3 | -3.632 | 524324 | 10000000000000100100
472 | Basic300_4_B10670001_MSE.dat | 6 | -6.584 | 671908 | 10100100000010100100
473 | Basic300_4_B10680001_MSE.dat | 7 | -8.202 | 680100 | 10100110000010100100
474 | Basic300_4_B10690001_MSE.dat | 5 | -6.008 | 540836 | 10000100000010100100
475 | Basic300_4_B10700001_MSE.dat | 6 | -6.879 | 802980 | 11000100000010100100
476 | Basic300_4_B10710001_MSE.dat | 7 | -8.296 | 934052 | 11100100000010100100
477 | Basic300_4_B10720001_MSE.dat | 7 | -8.483 | 934052 | 11100100000010100100
478 | Basic300_4_B10730001_MSE.dat | 8 | -8.805 | 942244 | 11100110000010100100
479 | Basic300_4_B10740001_MSE.dat | 5 | -5.826 | 540836 | 10000100000010100100
480 | Basic300_4_B10750001_MSE.dat | 5 | -5.835 | 540836 | 10000100000010100100
481 | Basic300_4_B10760001_MSE.dat | 6 | -7.231 | 549028 | 10000110000010100100
482 | Basic300_4_B10770001_MSE.dat | 8 | -9.072 | 942244 | 11100110000010100100
483 | Basic300_4_B10780001_MSE.dat | 7 | -8.031 | 811172 | 11000110000010100100
484 | Basic300_4_B10790001_MSE.dat | 7 | -8.062 | 1597604 | 110000110000010100100
485 | Basic300_4_B10800001_MSE.dat | 9 | -9.838 | 1729188 | 110100110001010100100
486 | Basic300_4_B10810001_MSE.dat | 8 | -8.763 | 1966756 | 111100000001010100100
487 | Basic300_4_B10820001_MSE.dat | 7 | -7.726 | 1704612 | 110100000001010100100
488 | Basic300_4_B10830001_MSE.dat | 9 | -10.182 | 1712805 | 110100010001010100101
489 | Basic300_4_B10840001_MSE.dat | 8 | -9.151 | 1581733 | 110000010001010100101
490 | Basic300_4_B10850001_MSE.dat | 10 | -11.872 | 1585893 | 110000011001011100101
491 | Basic300_4_B10860001_MSE.dat | 8 | -9.781 | 1077413 | 100000111000010100101
492 | Basic300_4_B10870001_MSE.dat | 9 | -11.106 | 3158693 | 1100000011001010100101
493 | Basic300_4_B10880001_MSE.dat | 7 | -9.079 | 1061029 | 100000011000010100101
494 | Basic300_4_B10890001_MSE.dat | 9 | -10.047 | 1061605 | 100000011001011100101
495 | Basic300_4_B10900001_MSE.dat | 8 | -9.698 | 1585317 | 110000011000010100101
496 | Basic300_4_B10910001_MSE.dat | 7 | -8.527 | 3158180 | 1100000011000010100100
497 | Basic300_4_B10920001_MSE.dat | 9 | -10.451 | 3158756 | 1100000011001011100100
498 | Basic300_4_B10930001_MSE.dat | 9 | -10.178 | 1077925 | 100000111001010100101
499 | Basic300_4_B10940001_MSE.dat | 8 | -9.194 | 3158692 | 1100000011001010100100
500 | Basic300_4_B10950001_MSE.dat | 5 | -6.202 | 12836 | 11001000100100
501 | Basic300_4_B10960001_MSE.dat | 5 | -6.135 | 12836 | 11001000100100
502 | Basic300_4_B10970001_MSE.dat | 5 | -6.134 | 12836 | 11001000100100
503 | Basic300_4_B10980001_MSE.dat | 7 | -7.925 | 2110116 | 1000000011001010100100
504 | Basic300_4_B10990001_MSE.dat | 7 | -7.884 | 2110116 | 1000000011001010100100
505 | Basic300_4_B11000001_MSE.dat | 8 | -8.466 | 3158580 | 1100000011001000110100
506 | Basic300_4_B99990001_MSE.dat | 8 | -8.466 | 3158580 | 1100000011001000110100
507 | Basic300_5_B10010001_MSE.dat | 7 | -6.950 | 144736 | 100011010101100000
508 | Basic300_5_B10020001_MSE.dat | 6 | -6.274 | 144480 | 100011010001100000
509 | Basic300_5_B10030001_MSE.dat | 5 | -5.188 | 143396 | 100011000000100100
510 | Basic300_5_B10040001_MSE.dat | 5 | -5.452 | 136228 | 100001010000100100
511 | Basic300_5_B10050001_MSE.dat | 5 | -4.794 | 13348 | 11010000100100
512 | Basic300_5_B10060001_MSE.dat | 5 | -4.777 | 144388 | 100011010000000100
513 | Basic300_5_B10070001_MSE.dat | 2 | -2.053 | 4100 | 1000000000100
514 | Basic300_5_B10080001_MSE.dat | 4 | -4.012 | 5156 | 1010000100100
515 | Basic300_5_B10090001_MSE.dat | 3 | -3.120 | 5124 | 1010000000100
516 | Basic300_5_B10100001_MSE.dat | 3 | -3.037 | 5376 | 1010100000000
517 | Basic300_5_B10110001_MSE.dat | 1 | -1.318 | 4096 | 1000000000000
518 | Basic300_5_B10120001_MSE.dat | 3 | -3.638 | 4356 | 1000100000100
519 | Basic300_5_B10130001_MSE.dat | 4 | -4.015 | 36900 | 1001000000100100
520 | Basic300_5_B10140001_MSE.dat | 1 | -1.194 | 4096 | 1000000000000
521 | Basic300_5_B10150001_MSE.dat | 2 | -2.416 | 4352 | 1000100000000
522 | Basic300_5_B10160001_MSE.dat | 2 | -2.434 | 4352 | 1000100000000
523 | Basic300_5_B10170001_MSE.dat | 5 | -5.155 | 13572 | 11010100000100
524 | Basic300_5_B10180001_MSE.dat | 4 | -4.087 | 12608 | 11000101000000
525 | Basic300_5_B10190001_MSE.dat | 4 | -4.538 | 12608 | 11000101000000
526 | Basic300_5_B10200001_MSE.dat | 4 | -4.395 | 12608 | 11000101000000
527 | Basic300_5_B10210001_MSE.dat | 2 | -2.182 | 8256 | 10000001000000
528 | Basic300_5_B10220001_MSE.dat | 3 | -3.078 | 8257 | 10000001000001
529 | Basic300_5_B10230001_MSE.dat | 3 | -3.159 | 8257 | 10000001000001
530 | Basic300_5_B10240001_MSE.dat | 3 | -2.950 | 73792 | 10010000001000000
531 | Basic300_5_B10250001_MSE.dat | 3 | -3.064 | 73792 | 10010000001000000
532 | Basic300_5_B10260001_MSE.dat | 4 | -3.976 | 1122368 | 100010010000001000000
533 | Basic300_5_B10270001_MSE.dat | 4 | -4.055 | 1122368 | 100010010000001000000
534 | Basic300_5_B10280001_MSE.dat | 3 | -2.938 | 1056832 | 100000010000001000000
535 | Basic300_5_B10290001_MSE.dat | 4 | -4.030 | 1056833 | 100000010000001000001
536 | Basic300_5_B10300001_MSE.dat | 3 | -3.033 | 1056832 | 100000010000001000000
537 | Basic300_5_B10310001_MSE.dat | 3 | -2.895 | 1048641 | 100000000000001000001
538 | Basic300_5_B10320001_MSE.dat | 2 | -1.878 | 1048577 | 100000000000000000001
539 | Basic300_5_B10330001_MSE.dat | 3 | -2.628 | 1056769 | 100000010000000000001
540 | Basic300_5_B10340001_MSE.dat | 4 | -4.108 | 1056833 | 100000010000001000001
541 | Basic300_5_B10350001_MSE.dat | 6 | -5.987 | 1188929 | 100100010010001000001
542 | Basic300_5_B10360001_MSE.dat | 7 | -6.950 | 1254465 | 100110010010001000001
543 | Basic300_5_B10370001_MSE.dat | 6 | -6.681 | 205889 | 110010010001000001
544 | Basic300_5_B10380001_MSE.dat | 7 | -7.723 | 1254465 | 100110010010001000001
545 | Basic300_5_B10390001_MSE.dat | 8 | -8.367 | 1270849 | 100110110010001000001
546 | Basic300_5_B10400001_MSE.dat | 7 | -7.637 | 1269825 | 100110110000001000001
547 | Basic300_5_B10410001_MSE.dat | 5 | -5.708 | 221248 | 110110000001000000
548 | Basic300_5_B10420001_MSE.dat | 4 | -4.527 | 221184 | 110110000000000000
549 | Basic300_5_B10430001_MSE.dat | 5 | -4.977 | 205888 | 110010010001000000
550 | Basic300_5_B10440001_MSE.dat | 4 | -4.009 | 1187904 | 100100010000001000000
551 | Basic300_5_B10450001_MSE.dat | 5 | -5.026 | 1204288 | 100100110000001000000
552 | Basic300_5_B10460001_MSE.dat | 5 | -4.869 | 221248 | 110110000001000000
553 | Basic300_5_B10470001_MSE.dat | 4 | -4.279 | 204864 | 110010000001000000
554 | Basic300_5_B10480001_MSE.dat | 4 | -4.265 | 204864 | 110010000001000000
555 | Basic300_5_B10490001_MSE.dat | 5 | -5.482 | 237632 | 111010000001000000
556 | Basic300_5_B10500001_MSE.dat | 5 | -5.676 | 205120 | 110010000101000000
557 | Basic300_5_B10510001_MSE.dat | 5 | -6.209 | 205120 | 110010000101000000
558 | Basic300_5_B10520001_MSE.dat | 6 | -6.882 | 206144 | 110010010101000000
559 | Basic300_5_B10530001_MSE.dat | 6 | -6.871 | 206144 | 110010010101000000
560 | Basic300_5_B10540001_MSE.dat | 5 | -6.050 | 197952 | 110000010101000000
561 | Basic300_5_B10550001_MSE.dat | 4 | -4.122 | 132416 | 100000010101000000
562 | Basic300_5_B10560001_MSE.dat | 6 | -7.643 | 200000 | 110000110101000000
563 | Basic300_5_B10570001_MSE.dat | 6 | -7.529 | 200000 | 110000110101000000
564 | Basic300_5_B10580001_MSE.dat | 6 | -6.803 | 199745 | 110000110001000001
565 | Basic300_5_B10590001_MSE.dat | 4 | -4.651 | 66625 | 10000010001000001
566 | Basic300_5_B10600001_MSE.dat | 6 | -6.303 | 205889 | 110010010001000001
567 | Basic300_5_B10610001_MSE.dat | 3 | -3.449 | 73729 | 10010000000000001
568 | Basic300_5_B10620001_MSE.dat | 4 | -4.856 | 73985 | 10010000100000001
569 | Basic300_5_B10630001_MSE.dat | 4 | -4.899 | 73985 | 10010000100000001
570 | Basic300_5_B10640001_MSE.dat | 3 | -3.282 | 73729 | 10010000000000001
571 | Basic300_5_B10650001_MSE.dat | 4 | -4.582 | 73985 | 10010000100000001
572 | Basic300_5_B10660001_MSE.dat | 5 | -5.612 | 73993 | 10010000100001001
573 | Basic300_5_B10670001_MSE.dat | 4 | -4.234 | 106504 | 11010000000001000
574 | Basic300_5_B10680001_MSE.dat | 4 | -4.255 | 565256 | 10001010000000001000
575 | Basic300_5_B10690001_MSE.dat | 3 | -3.081 | 565248 | 10001010000000000000
576 | Basic300_5_B10700001_MSE.dat | 5 | -4.770 | 565257 | 10001010000000001001
577 | Basic300_5_B10710001_MSE.dat | 4 | -3.729 | 598017 | 10010010000000000001
578 | Basic300_5_B10720001_MSE.dat | 4 | -3.728 | 598017 | 10010010000000000001
579 | Basic300_5_B10730001_MSE.dat | 3 | -3.215 | 98305 | 11000000000000001
580 | Basic300_5_B10740001_MSE.dat | 2 | -1.941 | 65537 | 10000000000000001
