FILE sum.
Basic310_2_B10750001_MSE.dat 1706512
Basic310_2_B10760001_MSE.dat 1703952
Basic310_2_B10770001_MSE.dat 657424
Basic310_2_B10780001_MSE.dat 1181712
Basic310_2_B10790001_MSE.dat 1179696
Basic310_2_B10800001_MSE.dat 1179664
Basic310_2_B10810001_MSE.dat 1179664
Basic310_2_B10820001_MSE.dat 1179696
Basic310_2_B10830001_MSE.dat 1179664
Basic310_2_B10840001_MSE.dat 1180176
Basic310_2_B10850001_MSE.dat 1179664
Basic310_2_B10860001_MSE.dat 1179664
Basic310_2_B10870001_MSE.dat 1179648
Basic310_2_B10880001_MSE.dat 1181696
Basic310_2_B10890001_MSE.dat 3276800
Basic310_2_B10900001_MSE.dat 3276816
Basic310_2_B10910001_MSE.dat 1179648
Basic310_2_B10920001_MSE.dat 1182720
Basic310_2_B10930001_MSE.dat 1182720
Basic310_2_B10940001_MSE.dat 1182720
Basic310_2_B10950001_MSE.dat 1180736
Basic310_2_B10960001_MSE.dat 1049664
Basic310_2_B10970001_MSE.dat 1049664
Basic310_2_B10980001_MSE.dat 1182720
Basic310_2_B10990001_MSE.dat 1182720
Basic310_2_B11000001_MSE.dat 1182720
Basic310_2_B99990001_MSE.dat 1182720
Basic310_3_B10010001_MSE.dat 139460
Basic310_3_B10020001_MSE.dat 146628
Basic310_3_B10030001_MSE.dat 133252
Basic310_3_B10040001_MSE.dat 2180
Basic310_3_B10050001_MSE.dat 2180
Basic310_3_B10060001_MSE.dat 2048
Basic310_3_B10070001_MSE.dat 2244
Basic310_3_B10080001_MSE.dat 2180
Basic310_3_B10090001_MSE.dat 1054852
Basic310_3_B10100001_MSE.dat 6276
Basic310_3_B10110001_MSE.dat 1054916
Basic310_3_B10120001_MSE.dat 1050820
Basic310_3_B10130001_MSE.dat 1050820
Basic310_3_B10140001_MSE.dat 1050820
Basic310_3_B10150001_MSE.dat 1054916
Basic310_3_B10160001_MSE.dat 1054916
Basic310_3_B10170001_MSE.dat 1054852
Basic310_3_B10180001_MSE.dat 1054916
Basic310_3_B10190001_MSE.dat 1054948
Basic310_3_B10200001_MSE.dat 6368
Basic310_3_B10210001_MSE.dat 6304
Basic310_3_B10220001_MSE.dat 6336
Basic310_3_B10230001_MSE.dat 35520
Basic310_3_B10240001_MSE.dat 34948
Basic310_3_B10250001_MSE.dat 34948
Basic310_3_B10260001_MSE.dat 34944
Basic310_3_B10270001_MSE.dat 33408
Basic310_3_B10280001_MSE.dat 32768
Basic310_3_B10290001_MSE.dat 35332
Basic310_3_B10300001_MSE.dat 32900
Basic310_3_B10310001_MSE.dat 32897
Basic310_3_B10320001_MSE.dat 32768
Basic310_3_B10330001_MSE.dat 32768
Basic310_3_B10340001_MSE.dat 35648
Basic310_3_B10350001_MSE.dat 35652
Basic310_3_B10360001_MSE.dat 39237
Basic310_3_B10370001_MSE.dat 39233
Basic310_3_B10380001_MSE.dat 39745
Basic310_3_B10390001_MSE.dat 35657
Basic310_3_B10400001_MSE.dat 35137
Basic310_3_B10410001_MSE.dat 137537
Basic310_3_B10420001_MSE.dat 6465
Basic310_3_B10430001_MSE.dat 6472
Basic310_3_B10440001_MSE.dat 6472
Basic310_3_B10450001_MSE.dat 6472
Basic310_3_B10460001_MSE.dat 6464
Basic310_3_B10470001_MSE.dat 133449
Basic310_3_B10480001_MSE.dat 133321
Basic310_3_B10490001_MSE.dat 145609
Basic310_3_B10500001_MSE.dat 145928
Basic310_3_B10510001_MSE.dat 141448
Basic310_3_B10520001_MSE.dat 26764
Basic310_3_B10530001_MSE.dat 288908
Basic310_3_B10540001_MSE.dat 26764
Basic310_3_B10550001_MSE.dat 26860
Basic310_3_B10560001_MSE.dat 26732
Basic310_3_B10570001_MSE.dat 27372
Basic310_3_B10580001_MSE.dat 27372
Basic310_3_B10590001_MSE.dat 813804
Basic310_3_B10600001_MSE.dat 813676
Basic310_3_B10610001_MSE.dat 551656
Basic310_3_B10620001_MSE.dat 551528
Basic310_3_B10630001_MSE.dat 551528
Basic310_3_B10640001_MSE.dat 813672
Basic310_3_B10650001_MSE.dat 811624
Basic310_3_B10660001_MSE.dat 811624
Basic310_3_B10670001_MSE.dat 813672
Basic310_3_B10680001_MSE.dat 27240
Basic310_3_B10690001_MSE.dat 27176
Basic310_3_B10700001_MSE.dat 289400
Basic310_3_B10710001_MSE.dat 420600
Basic310_3_B10720001_MSE.dat 420472
Basic310_3_B10730001_MSE.dat 420456
Basic310_3_B10740001_MSE.dat 420460
Basic310_3_B10750001_MSE.dat 420460
Basic310_3_B10760001_MSE.dat 420460
Basic310_3_B10770001_MSE.dat 420460
Basic310_3_B10780001_MSE.dat 420460
Basic310_3_B10790001_MSE.dat 419948
Basic310_3_B10800001_MSE.dat 419916
Basic310_3_B10810001_MSE.dat 419916
Basic310_3_B10820001_MSE.dat 419916
Basic310_3_B10830001_MSE.dat 411724
Basic310_3_B10840001_MSE.dat 411720
Basic310_3_B10850001_MSE.dat 147532
Basic310_3_B10860001_MSE.dat 149576
Basic310_3_B10870001_MSE.dat 166464
Basic310_3_B10880001_MSE.dat 165952
Basic310_3_B10890001_MSE.dat 182848
Basic310_3_B10900001_MSE.dat 1215040
Basic310_3_B10910001_MSE.dat 165952
Basic310_3_B10920001_MSE.dat 1219136
Basic310_3_B10930001_MSE.dat 1182272
Basic310_3_B10940001_MSE.dat 164416
Basic310_3_B10950001_MSE.dat 133696
Basic310_3_B10960001_MSE.dat 133696
Basic310_3_B10970001_MSE.dat 133700
Basic310_3_B10980001_MSE.dat 1180260
Basic310_3_B10990001_MSE.dat 131908
Basic310_3_B11000001_MSE.dat 516
Basic310_3_B99990001_MSE.dat 516
Basic310_4_B10010001_MSE.dat 2764804
Basic310_4_B10020001_MSE.dat 2760708
Basic310_4_B10030001_MSE.dat 2631684
Basic310_4_B10040001_MSE.dat 2629764
Basic310_4_B10050001_MSE.dat 2634884
Basic310_4_B10060001_MSE.dat 2633861
Basic310_4_B10070001_MSE.dat 2633861
Basic310_4_B10080001_MSE.dat 2634756
Basic310_4_B10090001_MSE.dat 2634756
Basic310_4_B10100001_MSE.dat 2633728
Basic310_4_B10110001_MSE.dat 2625536
Basic310_4_B10120001_MSE.dat 2633728
Basic310_4_B10130001_MSE.dat 2633728
Basic310_4_B10140001_MSE.dat 2229248
Basic310_4_B10150001_MSE.dat 2231296
Basic310_4_B10160001_MSE.dat 2231296
Basic310_4_B10170001_MSE.dat 2231296
Basic310_4_B10180001_MSE.dat 2231296
Basic310_4_B10190001_MSE.dat 2229376
Basic310_4_B10200001_MSE.dat 2229760
Basic310_4_B10210001_MSE.dat 2237472
Basic310_4_B10220001_MSE.dat 2238496
Basic310_4_B10230001_MSE.dat 2238464
Basic310_4_B10240001_MSE.dat 2230272
Basic310_4_B10250001_MSE.dat 2229248
Basic310_4_B10260001_MSE.dat 2229248
Basic310_4_B10270001_MSE.dat 2231296
Basic310_4_B10280001_MSE.dat 2231296
Basic310_4_B10290001_MSE.dat 2231296
Basic310_4_B10300001_MSE.dat 134144
Basic310_4_B10310001_MSE.dat 134144
Basic310_4_B10320001_MSE.dat 2229248
Basic310_4_B10330001_MSE.dat 133248
Basic310_4_B10340001_MSE.dat 140416
Basic310_4_B10350001_MSE.dat 139392
Basic310_4_B10360001_MSE.dat 139264
Basic310_4_B10370001_MSE.dat 139264
Basic310_4_B10380001_MSE.dat 141312
Basic310_4_B10390001_MSE.dat 139264
Basic310_4_B10400001_MSE.dat 139264
Basic310_4_B10410001_MSE.dat 139264
Basic310_4_B10420001_MSE.dat 139264
Basic310_4_B10430001_MSE.dat 139268
Basic310_4_B10440001_MSE.dat 131072
Basic310_4_B10450001_MSE.dat 131200
Basic310_4_B10460001_MSE.dat 131076
Basic310_4_B10470001_MSE.dat 131076
Basic310_4_B10480001_MSE.dat 131076
Basic310_4_B10490001_MSE.dat 131076
Basic310_4_B10500001_MSE.dat 131072
Basic310_4_B10510001_MSE.dat 131072
Basic310_4_B10520001_MSE.dat 131076
Basic310_4_B10530001_MSE.dat 131076
Basic310_4_B10540001_MSE.dat 131072
Basic310_4_B10550001_MSE.dat 131076
Basic310_4_B10560001_MSE.dat 131076
Basic310_4_B10570001_MSE.dat 131072
Basic310_4_B10580001_MSE.dat 131076
Basic310_4_B10590001_MSE.dat 0
Basic310_4_B10600001_MSE.dat 0
Basic310_4_B10610001_MSE.dat 0
Basic310_4_B10620001_MSE.dat 0
Basic310_4_B10630001_MSE.dat 131072
Basic310_4_B10640001_MSE.dat 0
Basic310_4_B10650001_MSE.dat 131072
Basic310_4_B10660001_MSE.dat 131072
Basic310_4_B10670001_MSE.dat 131072
Basic310_4_B10680001_MSE.dat 0
Basic310_4_B10690001_MSE.dat 131072
Basic310_4_B10700001_MSE.dat 0
Basic310_4_B10710001_MSE.dat 0
Basic310_4_B10720001_MSE.dat 131328
Basic310_4_B10730001_MSE.dat 0
Basic310_4_B10740001_MSE.dat 0
Basic310_4_B10750001_MSE.dat 131456
Basic310_4_B10760001_MSE.dat 131456
Basic310_4_B10770001_MSE.dat 131456
Basic310_4_B10780001_MSE.dat 131456
Basic310_4_B10790001_MSE.dat 131328
Basic310_4_B10800001_MSE.dat 131456
Basic310_4_B10810001_MSE.dat 132352
Basic310_4_B10820001_MSE.dat 134528
Basic310_4_B10830001_MSE.dat 134528
Basic310_4_B10840001_MSE.dat 134400
Basic310_4_B10850001_MSE.dat 134400
Basic310_4_B10860001_MSE.dat 134400
Basic310_4_B10870001_MSE.dat 134144
Basic310_4_B10880001_MSE.dat 131072
Basic310_4_B10890001_MSE.dat 131072
Basic310_4_B10900001_MSE.dat 131072
Basic310_4_B10910001_MSE.dat 131072
Basic310_4_B10920001_MSE.dat 131072
Basic310_4_B10930001_MSE.dat 131072
Basic310_4_B10940001_MSE.dat 133120
Basic310_4_B10950001_MSE.dat 131072
Basic310_4_B10960001_MSE.dat 131072
Basic310_4_B10970001_MSE.dat 131144
Basic310_4_B10980001_MSE.dat 131144
Basic310_4_B10990001_MSE.dat 131080
Basic310_4_B11000001_MSE.dat 131080
Basic310_4_B99990001_MSE.dat 131080
Basic310_5_B10010001_MSE.dat 2099328
Basic310_5_B10020001_MSE.dat 2103424
Basic310_5_B10030001_MSE.dat 2234560
Basic310_5_B10040001_MSE.dat 2234496
Basic310_5_B10050001_MSE.dat 2103424
Basic310_5_B10060001_MSE.dat 2234496
Basic310_5_B10070001_MSE.dat 2234496
Basic310_5_B10080001_MSE.dat 2234496
Basic310_5_B10090001_MSE.dat 2103424
Basic310_5_B10100001_MSE.dat 2230272
Basic310_5_B10110001_MSE.dat 2230272
Basic310_5_B10120001_MSE.dat 2230400
Basic310_5_B10130001_MSE.dat 2230272
Basic310_5_B10140001_MSE.dat 2230272
Basic310_5_B10150001_MSE.dat 2230400
Basic310_5_B10160001_MSE.dat 2230336
Basic310_5_B10170001_MSE.dat 2230336
Basic310_5_B10180001_MSE.dat 2246720
Basic310_5_B10190001_MSE.dat 2246720
Basic310_5_B10200001_MSE.dat 2244672
Basic310_5_B10210001_MSE.dat 2246848
Basic310_5_B10220001_MSE.dat 149696
Basic310_5_B10230001_MSE.dat 131136
Basic310_5_B10240001_MSE.dat 2117632
Basic310_5_B10250001_MSE.dat 2097153
Basic310_5_B10260001_MSE.dat 2248833
Basic310_5_B10270001_MSE.dat 2232321
Basic310_5_B10280001_MSE.dat 2232449
Basic310_5_B10290001_MSE.dat 2232320
Basic310_5_B10300001_MSE.dat 2232384
Basic310_5_B10310001_MSE.dat 2234432
Basic310_5_B10320001_MSE.dat 2232320
Basic310_5_B10330001_MSE.dat 135168
Basic310_5_B10340001_MSE.dat 135168
Basic310_5_B10350001_MSE.dat 4096
Basic310_5_B10360001_MSE.dat 2228224
Basic310_5_B10370001_MSE.dat 135168
Basic310_5_B10380001_MSE.dat 135424
Basic310_5_B10390001_MSE.dat 133376
Basic310_5_B10400001_MSE.dat 137472
Basic310_5_B10410001_MSE.dat 137472
Basic310_5_B10420001_MSE.dat 137472
Basic310_5_B10430001_MSE.dat 137472
Basic310_5_B10440001_MSE.dat 2234624
Basic310_5_B10450001_MSE.dat 202752
Basic310_5_B10460001_MSE.dat 2230272
Basic310_5_B10470001_MSE.dat 133120
Basic310_5_B10480001_MSE.dat 133120
Basic310_5_B10490001_MSE.dat 1183744
Basic310_5_B10500001_MSE.dat 1249280
Basic310_5_B10510001_MSE.dat 131072
Basic310_5_B10520001_MSE.dat 200704
Basic310_5_B10530001_MSE.dat 202752
Basic310_5_B10540001_MSE.dat 131072
Basic310_5_B10550001_MSE.dat 135424
Basic310_5_B10560001_MSE.dat 135168
Basic310_5_B10570001_MSE.dat 135168
Basic310_5_B10580001_MSE.dat 135168
Basic310_5_B10590001_MSE.dat 135168
Basic310_5_B10600001_MSE.dat 135168
Basic310_5_B10610001_MSE.dat 135168
Basic310_5_B10620001_MSE.dat 131072
Basic310_5_B10630001_MSE.dat 131072
Basic310_5_B10640001_MSE.dat 131072
Basic310_5_B10650001_MSE.dat 131072
Basic310_5_B10660001_MSE.dat 131072
Basic310_5_B10670001_MSE.dat 131072
Basic310_5_B10680001_MSE.dat 131072
Basic310_5_B10690001_MSE.dat 131072
Basic310_5_B10700001_MSE.dat 0
Basic310_5_B10710001_MSE.dat 131072
Basic310_5_B10720001_MSE.dat 0
Basic310_5_B10730001_MSE.dat 131072
Basic310_5_B10740001_MSE.dat 131072
Basic310_5_B10750001_MSE.dat 0
Basic310_5_B10760001_MSE.dat 0
Basic310_5_B10770001_MSE.dat 0
Basic310_5_B10780001_MSE.dat 0
Basic310_5_B10790001_MSE.dat 4096
Basic310_5_B10800001_MSE.dat 4096
Basic310_5_B10810001_MSE.dat 200704
Basic310_5_B10820001_MSE.dat 131072
Basic310_5_B10830001_MSE.dat 131072
Basic310_5_B10840001_MSE.dat 135168
Basic310_5_B10850001_MSE.dat 135232
Basic310_5_B10860001_MSE.dat 135168
Basic310_5_B10870001_MSE.dat 135168
Basic310_5_B10880001_MSE.dat 135488
Basic310_5_B10890001_MSE.dat 135488
Basic310_5_B10900001_MSE.dat 131072
Basic310_5_B10910001_MSE.dat 131072
Basic310_5_B10920001_MSE.dat 131392
Basic310_5_B10930001_MSE.dat 131392
Basic310_5_B10940001_MSE.dat 1179904
Basic310_5_B10950001_MSE.dat 1184064
Basic310_5_B10960001_MSE.dat 1183808
Basic310_5_B10970001_MSE.dat 1183808
Basic310_5_B10980001_MSE.dat 1052736
Basic310_5_B10990001_MSE.dat 1183808
Basic310_5_B11000001_MSE.dat 1179712
Basic310_5_B99990001_MSE.dat 1179712
Basic310_6_B10010001_MSE.dat 1048577
Basic310_6_B10020001_MSE.dat 1048585
Basic310_6_B10030001_MSE.dat 1048577
Basic310_6_B10040001_MSE.dat 1048577
Basic310_6_B10050001_MSE.dat 3145737
Basic310_6_B10060001_MSE.dat 1048713
Basic310_6_B10070001_MSE.dat 1050633
Basic310_6_B10080001_MSE.dat 1179657
Basic310_6_B10090001_MSE.dat 1048585
Basic310_6_B10100001_MSE.dat 2057
Basic310_6_B10110001_MSE.dat 9
Basic310_6_B10120001_MSE.dat 1179657
Basic310_6_B10130001_MSE.dat 1179648
Basic310_6_B10140001_MSE.dat 1179648
Basic310_6_B10150001_MSE.dat 1048576
Basic310_6_B10160001_MSE.dat 1179648
Basic310_6_B10170001_MSE.dat 32
Basic310_6_B10180001_MSE.dat 32
Basic310_6_B10190001_MSE.dat 32
Basic310_6_B10200001_MSE.dat 32
Basic310_6_B10210001_MSE.dat 32
Basic310_6_B10220001_MSE.dat 32
Basic310_6_B10230001_MSE.dat 32
Basic310_6_B10240001_MSE.dat 32
Basic310_6_B10250001_MSE.dat 32
Basic310_6_B10260001_MSE.dat 32
Basic310_6_B10270001_MSE.dat 8224
Basic310_6_B10280001_MSE.dat 73760
Basic310_6_B10290001_MSE.dat 73760
Basic310_6_B10300001_MSE.dat 73760
Basic310_6_B10310001_MSE.dat 73760
Basic310_6_B10320001_MSE.dat 73760
Basic310_6_B10330001_MSE.dat 8224
Basic310_6_B10340001_MSE.dat 73760
Basic310_6_B10350001_MSE.dat 73760
Basic310_6_B10360001_MSE.dat 8224
Basic310_6_B10370001_MSE.dat 12320
Basic310_6_B10380001_MSE.dat 12320
Basic310_6_B10390001_MSE.dat 12320
Basic310_6_B10400001_MSE.dat 12320
Basic310_6_B10410001_MSE.dat 14368
Basic310_6_B10420001_MSE.dat 10288
Basic310_6_B10430001_MSE.dat 8208
Basic310_6_B10440001_MSE.dat 12304
Basic310_6_B10450001_MSE.dat 9232
Basic310_6_B10460001_MSE.dat 12304
Basic310_6_B10470001_MSE.dat 14352
Basic310_6_B10480001_MSE.dat 14336
Basic310_6_B10490001_MSE.dat 12288
Basic310_6_B10500001_MSE.dat 15376
Basic310_6_B10510001_MSE.dat 11264
Basic310_6_B10520001_MSE.dat 15360
Basic310_6_B10530001_MSE.dat 10240
Basic310_6_B10540001_MSE.dat 12288
Basic310_6_B10550001_MSE.dat 4096
Basic310_6_B10560001_MSE.dat 6144
Basic310_6_B10570001_MSE.dat 6144
Basic310_6_B10580001_MSE.dat 6144
Basic310_6_B10590001_MSE.dat 6144
Basic310_6_B10600001_MSE.dat 6144
Basic310_6_B10610001_MSE.dat 2048
Basic310_6_B10620001_MSE.dat 0
Basic310_6_B10630001_MSE.dat 0
Basic310_6_B10640001_MSE.dat 0
Basic310_6_B10650001_MSE.dat 0
Basic310_6_B10660001_MSE.dat 0
Basic310_6_B10670001_MSE.dat 0
Basic310_6_B10680001_MSE.dat 0
Basic310_6_B10690001_MSE.dat 0
Basic310_6_B10700001_MSE.dat 0
Basic310_6_B10710001_MSE.dat 0
Basic310_6_B10720001_MSE.dat 0
Basic310_6_B10730001_MSE.dat 4224
Basic310_6_B10740001_MSE.dat 640
Basic310_6_B10750001_MSE.dat 0
Basic310_6_B10760001_MSE.dat 0
Basic310_6_B10770001_MSE.dat 0
Basic310_6_B10780001_MSE.dat 0
Basic310_6_B10790001_MSE.dat 128
Basic310_6_B10800001_MSE.dat 0
Basic310_6_B10810001_MSE.dat 0
Basic310_6_B10820001_MSE.dat 2048
Basic310_6_B10830001_MSE.dat 2048
Basic310_6_B10840001_MSE.dat 2048
Basic310_6_B10850001_MSE.dat 2048
Basic310_6_B10860001_MSE.dat 2048
Basic310_6_B10870001_MSE.dat 2304
Basic310_6_B10880001_MSE.dat 2304
Basic310_6_B10890001_MSE.dat 2304
Basic310_6_B10900001_MSE.dat 2048
Basic310_6_B10910001_MSE.dat 2048
Basic310_6_B10920001_MSE.dat 2304
Basic310_6_B10930001_MSE.dat 2304
Basic310_6_B10940001_MSE.dat 1048832
Basic310_6_B10950001_MSE.dat 1048832
Basic310_6_B10960001_MSE.dat 1048832
Basic310_6_B10970001_MSE.dat 1048577
Basic310_6_B10980001_MSE.dat 1048577
Basic310_6_B10990001_MSE.dat 1048576
Basic310_6_B11000001_MSE.dat 1048577
Basic310_6_B99990001_MSE.dat 1048577
Basic310_7_B10010001_MSE.dat 3277120
Basic310_7_B10020001_MSE.dat 3282240
Basic310_7_B10030001_MSE.dat 2234816
Basic310_7_B10040001_MSE.dat 2230724
Basic310_7_B10050001_MSE.dat 2099652
Basic310_7_B10060001_MSE.dat 2099588
Basic310_7_B10070001_MSE.dat 2623972
Basic310_7_B10080001_MSE.dat 2624228
Basic310_7_B10090001_MSE.dat 2624204
Basic310_7_B10100001_MSE.dat 557772
Basic310_7_B10110001_MSE.dat 557772
Basic310_7_B10120001_MSE.dat 557772
Basic310_7_B10130001_MSE.dat 557768
Basic310_7_B10140001_MSE.dat 557768
Basic310_7_B10150001_MSE.dat 558024
Basic310_7_B10160001_MSE.dat 558025
Basic310_7_B10170001_MSE.dat 558025
Basic310_7_B10180001_MSE.dat 558025
Basic310_7_B10190001_MSE.dat 33737
Basic310_7_B10200001_MSE.dat 33737
Basic310_7_B10210001_MSE.dat 1082057
Basic310_7_B10220001_MSE.dat 1081805
Basic310_7_B10230001_MSE.dat 1049549
Basic310_7_B10240001_MSE.dat 1048809
Basic310_7_B10250001_MSE.dat 1049065
Basic310_7_B10260001_MSE.dat 1049065
Basic310_7_B10270001_MSE.dat 1180141
Basic310_7_B10280001_MSE.dat 1180133
Basic310_7_B10290001_MSE.dat 1180133
Basic310_7_B10300001_MSE.dat 1049061
Basic310_7_B10310001_MSE.dat 1051105
Basic310_7_B10320001_MSE.dat 1214949
Basic310_7_B10330001_MSE.dat 1081825
Basic310_7_B10340001_MSE.dat 1085925
Basic310_7_B10350001_MSE.dat 1085925
Basic310_7_B10360001_MSE.dat 1085861
Basic310_7_B10370001_MSE.dat 1184165
Basic310_7_B10380001_MSE.dat 1741221
Basic310_7_B10390001_MSE.dat 1708517
Basic310_7_B10400001_MSE.dat 1577381
Basic310_7_B10410001_MSE.dat 1708197
Basic310_7_B10420001_MSE.dat 1970341
Basic310_7_B10430001_MSE.dat 1970405
Basic310_7_B10440001_MSE.dat 1970337
Basic310_7_B10450001_MSE.dat 1970337
Basic310_7_B10460001_MSE.dat 1970337
Basic310_7_B10470001_MSE.dat 1970337
Basic310_7_B10480001_MSE.dat 1970337
Basic310_7_B10490001_MSE.dat 1986721
Basic310_7_B10500001_MSE.dat 1724577
Basic310_7_B10510001_MSE.dat 1726625
Basic310_7_B10520001_MSE.dat 1726625
Basic310_7_B10530001_MSE.dat 1595553
Basic310_7_B10540001_MSE.dat 1579169
Basic310_7_B10550001_MSE.dat 1577089
Basic310_7_B10560001_MSE.dat 1579137
Basic310_7_B10570001_MSE.dat 1579153
Basic310_7_B10580001_MSE.dat 1591441
Basic310_7_B10590001_MSE.dat 524433
Basic310_7_B10600001_MSE.dat 524417
Basic310_7_B10610001_MSE.dat 524305
Basic310_7_B10620001_MSE.dat 524305
Basic310_7_B10630001_MSE.dat 524305
Basic310_7_B10640001_MSE.dat 524305
Basic310_7_B10650001_MSE.dat 540689
Basic310_7_B10660001_MSE.dat 540689
Basic310_7_B10670001_MSE.dat 540689
Basic310_7_B10680001_MSE.dat 540689
Basic310_7_B10690001_MSE.dat 540689
Basic310_7_B10700001_MSE.dat 524305
Basic310_7_B10710001_MSE.dat 540689
Basic310_7_B10720001_MSE.dat 540817
Basic310_7_B10730001_MSE.dat 540689
Basic310_7_B10740001_MSE.dat 540689
Basic310_7_B10750001_MSE.dat 540689
Basic310_7_B10760001_MSE.dat 540817
Basic310_7_B10770001_MSE.dat 540689
Basic310_7_B10780001_MSE.dat 540817
Basic310_7_B10790001_MSE.dat 16385
Basic310_7_B10800001_MSE.dat 16513
Basic310_7_B10810001_MSE.dat 524417
Basic310_7_B10820001_MSE.dat 540801
Basic310_7_B10830001_MSE.dat 524289
Basic310_7_B10840001_MSE.dat 524417
Basic310_7_B10850001_MSE.dat 524417
Basic310_7_B10860001_MSE.dat 524288
Basic310_7_B10870001_MSE.dat 524417
Basic310_7_B10880001_MSE.dat 524416
Basic310_7_B10890001_MSE.dat 2176
Basic310_7_B10900001_MSE.dat 0
Basic310_7_B10910001_MSE.dat 0
Basic310_7_B10920001_MSE.dat 0
Basic310_7_B10930001_MSE.dat 524288
Basic310_7_B10940001_MSE.dat 524288
Basic310_7_B10950001_MSE.dat 2621448
Basic310_7_B10960001_MSE.dat 524288
Basic310_7_B10970001_MSE.dat 524320
Basic310_7_B10980001_MSE.dat 524344
Basic310_7_B10990001_MSE.dat 526360
Basic310_7_B11000001_MSE.dat 526336
Basic310_7_B99990001_MSE.dat 526336
Basic310_8_B10010001_MSE.dat 144484
Basic310_8_B10020001_MSE.dat 135204
Basic310_8_B10030001_MSE.dat 135268
Basic310_8_B10040001_MSE.dat 4196
Basic310_8_B10050001_MSE.dat 4164
Basic310_8_B10060001_MSE.dat 4356
Basic310_8_B10070001_MSE.dat 4
Basic310_8_B10080001_MSE.dat 4428
Basic310_8_B10090001_MSE.dat 4428
Basic310_8_B10100001_MSE.dat 4428
Basic310_8_B10110001_MSE.dat 4420
Basic310_8_B10120001_MSE.dat 12612
Basic310_8_B10130001_MSE.dat 12292
Basic310_8_B10140001_MSE.dat 143364
Basic310_8_B10150001_MSE.dat 139524
Basic310_8_B10160001_MSE.dat 139268
Basic310_8_B10170001_MSE.dat 139520
Basic310_8_B10180001_MSE.dat 172032
Basic310_8_B10190001_MSE.dat 172288
Basic310_8_B10200001_MSE.dat 0
Basic310_8_B10210001_MSE.dat 8448
Basic310_8_B10220001_MSE.dat 8192
Basic310_8_B10230001_MSE.dat 32768
Basic310_8_B10240001_MSE.dat 33024
Basic310_8_B10250001_MSE.dat 256
Basic310_8_B10260001_MSE.dat 256
Basic310_8_B10270001_MSE.dat 196864
Basic310_8_B10280001_MSE.dat 1245441
Basic310_8_B10290001_MSE.dat 1245185
Basic310_8_B10300001_MSE.dat 1115393
Basic310_8_B10310001_MSE.dat 1246465
Basic310_8_B10320001_MSE.dat 1115392
Basic310_8_B10330001_MSE.dat 1048832
Basic310_8_B10340001_MSE.dat 1048832
Basic310_8_B10350001_MSE.dat 1704192
Basic310_8_B10360001_MSE.dat 1704192
Basic310_8_B10370001_MSE.dat 1769728
Basic310_8_B10380001_MSE.dat 1573120
Basic310_8_B10390001_MSE.dat 1573120
Basic310_8_B10400001_MSE.dat 1048832
Basic310_8_B10410001_MSE.dat 1114368
Basic310_8_B10420001_MSE.dat 1245440
Basic310_8_B10430001_MSE.dat 1179904
Basic310_8_B10440001_MSE.dat 1179904
Basic310_8_B10450001_MSE.dat 1245184
Basic310_8_B10460001_MSE.dat 1245568
Basic310_8_B10470001_MSE.dat 1245312
Basic310_8_B10480001_MSE.dat 1114496
Basic310_8_B10490001_MSE.dat 1114240
Basic310_8_B10500001_MSE.dat 1245184
Basic310_8_B10510001_MSE.dat 1048576
Basic310_8_B10520001_MSE.dat 1114112
Basic310_8_B10530001_MSE.dat 1114112
Basic310_8_B10540001_MSE.dat 1114112
Basic310_8_B10550001_MSE.dat 1114112
Basic310_8_B10560001_MSE.dat 1130496
Basic310_8_B10570001_MSE.dat 1064960
Basic310_8_B10580001_MSE.dat 0
Basic310_8_B10590001_MSE.dat 1056768
Basic310_8_B10600001_MSE.dat 1056768
Basic310_8_B10610001_MSE.dat 1056768
Basic310_8_B10620001_MSE.dat 8192
Basic310_8_B10630001_MSE.dat 8192
Basic310_8_B10640001_MSE.dat 0
Basic310_8_B10650001_MSE.dat 16
Basic310_8_B10660001_MSE.dat 16
Basic310_8_B10670001_MSE.dat 16
Basic310_8_B10680001_MSE.dat 16
Basic310_8_B10690001_MSE.dat 16
Basic310_8_B10700001_MSE.dat 16
Basic310_8_B10710001_MSE.dat 0
Basic310_8_B10720001_MSE.dat 0
Basic310_8_B10730001_MSE.dat 0
Basic310_8_B10740001_MSE.dat 0
Basic310_8_B10750001_MSE.dat 16
Basic310_8_B10760001_MSE.dat 16
Basic310_8_B10770001_MSE.dat 16
Basic310_8_B10780001_MSE.dat 16
Basic310_8_B10790001_MSE.dat 16
Basic310_8_B10800001_MSE.dat 16
Basic310_8_B10810001_MSE.dat 0
Basic310_8_B10820001_MSE.dat 0
Basic310_8_B10830001_MSE.dat 0
Basic310_8_B10840001_MSE.dat 0
Basic310_8_B10850001_MSE.dat 272
Basic310_8_B10860001_MSE.dat 0
Basic310_8_B10870001_MSE.dat 260
Basic310_8_B10880001_MSE.dat 4
Basic310_8_B10890001_MSE.dat 4
Basic310_8_B10900001_MSE.dat 4
Basic310_8_B10910001_MSE.dat 20
Basic310_8_B10920001_MSE.dat 20
Basic310_8_B10930001_MSE.dat 16
Basic310_8_B10940001_MSE.dat 16
Basic310_8_B10950001_MSE.dat 16
Basic310_8_B10960001_MSE.dat 16
Basic310_8_B10970001_MSE.dat 16
Basic310_8_B10980001_MSE.dat 16
